name,brief description,proximity,fulladdress,street address,city,state,zip code,phone number,web site,hours of operation,intake,fee,features,detailed description,eligibility,application procedure,required documents,age restriction,languages,borough,branch page,branch history page,lon,lat
Hudson Park Library,Manhattan branch of the New York Public Library system.  ,,"66 Leroy Street, NEW YORK, NY, 10014",66 Leroy Street,NEW YORK,NY,10014,(212) 243-6876,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue: 12:00 PM - 7:00 PM; Wed: 11:00 AM - 6:00 PM; Thu: 12:00 PM - 7:00 PM;  Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,manhattan,https://www.nypl.org/locations/hudson-park,https://www.nypl.org/about/locations/hudson-park,-74.005321,40.730052
Huguenot Park Library,Staten Island branch of the New York Public Library system. ,,"830 Huguenot Avenue, STATEN ISLAND, NY, 10312",830 Huguenot Avenue,STATEN ISLAND,NY,10312,(718) 984-4636,http://www.nypl.org,Mon: 10:00 AM - 7:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 10:00 AM - 7:00 PM; Thu: 11:00 AM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/huguenot-park,https://www.nypl.org/about/locations/huguenot-park,-74.193182,40.534131
Humanities and Social Sciences Library,"Manhattan - research collection of the New York Public Library system, covering the humanities and social sciences.",,"476 5th Avenue, NEW YORK, NY, 10018",476 5th Avenue,NEW YORK,NY,10018,(212) 930-0830,http://www.nypl.org,"Mon: 10:00 AM - 6:00 PM; Tue, Wed: 10:00 AM - 9:00 PM; Thu - Sat: 10:00 AM - 6:00 PM; Sun: 1:00 PM - 5:00 PM",,,"Computers, Poetry Readings",,,,,,,manhattan,https://www.nypl.org/locations/schwarzman,https://www.nypl.org/about/locations/schwarzman,-73.982233,40.75333
Hunt's Point Regional Library,Bronx branch of the New York Public Library system.,,"877 Southern Boulevard, BRONX, NY, 10459",877 Southern Boulevard,BRONX,NY,10459,(718) 617-0338,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes",,,,,,,bronx,https://www.nypl.org/locations/hunts-point,https://www.nypl.org/about/locations/hunts-point,-73.894072,40.818636
International Resource Center Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"41-17 Main Street, FLUSHING, NY, 11355",41-17 Main Street,FLUSHING,NY,11355,(718) 661-1229,http://www.queenslibrary.org,Mon - Sat: 9:00 AM - 9:00 PM,,,Computers,,,,,,,queens,,,-73.829118,40.757971
Inwood Library,Manhattan branch of the New York Public Library system.,,"4790 Broadway, NEW YORK, NY, 10034",4790 Broadway,NEW YORK,NY,10034,(212) 942-2445,http://www.nypl.org,Mon: 11:00 AM - 7:00 PM; Tue: 11:00 AM - 6:00 PM; Wed: 11:00 AM - 7:00 PM; Thu: 11:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/inwood,https://www.nypl.org/about/locations/inwood,-73.925923,40.865837
Jackson Heights Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"35-51 81st Street, JACKSON HEIGHTS, NY, 11372",35-51 81st Street,JACKSON HEIGHTS,NY,11372,(718) 899-2500,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.885188,40.750081
Jamaica Bay Library,Jamaica Bay branch of the Brooklyn Public Library system.,,"9727 Seaview Avenue, BROOKLYN, NY, 11236",9727 Seaview Avenue,BROOKLYN,NY,11236,(718) 241-3571,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 1:00 PM - 8:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/jamaica-bay,http://www.bklynlibrary.org/locations/jamaica-bay/history,-73.889287,40.634402
Jefferson Market Regional Library,Manhattan branch of the New York Public Library system.  ,,"425 Avenue of Americas, NEW YORK, NY, 10011",425 Avenue of Americas,NEW YORK,NY,10011,(212) 243-4334,http://www.nypl.org,Mon: 10:00 AM - 8:00 PM; Tue: 11:00 AM - 6:00 PM; Wed: 10:00 AM - 8:00 PM; Thu: 11:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, Poetry Readings, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/jefferson-market,https://www.nypl.org/about/locations/jefferson-market,-73.99897366762161,40.734726276573014
Jerome Park Library,Bronx branch of the New York Public Library system.,,"118 Eames Place, BRONX, NY, 10468",118 Eames Place,BRONX,NY,10468,(718) 549-5200,http://www.nypl.org,Mon: 12:00 PM - 8:00 PM; Tue - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/jerome-park,https://www.nypl.org/about/locations/jerome-park,-73.901166,40.86915
Kensington Library,Kensington branch of the Brooklyn Public Library system.,,"4207 18th Avenue, BROOKLYN, NY, 11218",4207 18th Avenue,BROOKLYN,NY,11218,(718) 436-0545,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,brooklyn,www.bklynlibrary.org/locations/kensington,www.bklynlibrary.org/locations/kensington/history,-73.975435,40.631226
Kew Gardens Hills Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"72-33 Vleigh Place, FLUSHING, NY, 11367",72-33 Vleigh Place,FLUSHING,NY,11367,(718) 261-6654,http://www.queenslibrary.org,Mon: 1:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.81188,40.75559
Kings Bay Library,Kings Bay branch of the Brooklyn Public Library system.,,"3650 Nostrand Avenue, BROOKLYN, NY, 11229",3650 Nostrand Avenue,BROOKLYN,NY,11229,(718) 368-1709,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/kings-bay,http://www.bklynlibrary.org/locations/kings-bay/history,-73.94102,40.594948
Kings Highway Library,Kings Highway branch of the Brooklyn Public Library system.,,"2115 Ocean Avenue, BROOKLYN, NY, 11229",2115 Ocean Avenue,BROOKLYN,NY,11229,(718) 375-3037,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue - Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM; Sun: 1:00 PM - 5:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/kings-highway,http://www.bklynlibrary.org/locations/kings-highway/history,-73.953251,40.61028
Kingsbridge Regional Library,Bronx branch of the New York Public Library system.,,"280 West 231st Street, BRONX, NY, 10463",280 West 231st Street,BRONX,NY,10463,(718) 548-5656,http://www.nypl.org,Mon: 10:00 AM - 8:00 PM; Tue: 10:00 AM - 7:00 PM; Wed: 10:00 AM - 8:00 PM; Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,bronx,https://www.nypl.org/locations/kingsbridge,https://www.nypl.org/about/locations/kingsbridge,-73.907978,40.880297
Kips Bay Library,Manhattan branch of the New York Public Library system.  ,,"446 Third Avenue, NEW YORK, NY, 10016",446 Third Avenue,NEW YORK,NY,10016,(212) 683-2520,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue: 12:00 PM - 7:00 PM; Wed: 11:00 AM - 6:00 PM; Thu: 12:00 PM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,manhattan,https://www.nypl.org/locations/kips-bay,https://www.nypl.org/about/locations/kips-bay,-73.97975564002991,40.74376787328072
Langston Hughes Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"100-01 Northern Boulevard, CORONA, NY, 11368",100-01 Northern Boulevard,CORONA,NY,11368,(718) 651-1100,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.850874,40.758248
Laurelton Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"134-26 225th Street, SPRINGFIELD GARDENS, NY, 11413",134-26 225th Street,SPRINGFIELD GARDENS,NY,11413,(718) 528-2822,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.755393,40.660773
Lefferts Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"103-34 Lefferts Boulevard, SOUTH RICHMOND HILL, NY, 11419",103-34 Lefferts Boulevard,SOUTH RICHMOND HILL,NY,11419,(718) 843-5950,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.826097,40.692136
Lefrak City Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"98-30 57th Avenue, CORONA, NY, 11368",98-30 57th Avenue,CORONA,NY,11368,(718) 592-7677,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.861252,40.737473
Leonard Library,Leonard branch of the Brooklyn Public Library system.,,"81 Devoe Street, BROOKLYN, NY, 11211",81 Devoe Street,BROOKLYN,NY,11211,(718) 486-6006,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/leonard,http://www.bklynlibrary.org/locations/leonard/history,-73.947929,40.713575
Long Island City Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"37-44 21st Street, LONG ISLAND CITY, NY, 11101",37-44 21st Street,LONG ISLAND CITY,NY,11101,(718) 752-3700,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,queens,,,-73.9364,40.753453
Macomb's Bridge Library,Manhattan branch of the New York Public Library system. Includes a small African American experience collection.,,"2650 Adam Clayton Powell Jr Boulevard, NEW YORK, NY, 10039",2650 Adam Clayton Powell Jr Boulevard,NEW YORK,NY,10039,(212) 281-4900,http://www.nypl.org,Mon: 12:00 PM - 7:00 PM; Tue - Thu: 11:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,manhattan,https://www.nypl.org/locations/macombs-bridge,https://www.nypl.org/about/locations/macombs-bridge,-73.935845,40.826538
Macon Library,Macon branch of the Brooklyn Public Library system.,,"361 Lewis Avenue, BROOKLYN, NY, 11233",361 Lewis Avenue,BROOKLYN,NY,11233,(718) 573-5606,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue - Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM; Sun: 1:00 PM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/macon,http://www.bklynlibrary.org/locations/macon/history,-73.934904,40.682989
Mapleton Library,Mapleton branch of the Brooklyn Public Library system.,,"1702 60th Street, BROOKLYN, NY, 11204",1702 60th Street,BROOKLYN,NY,11204,(718) 256-2117,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 10:00 AM - 8:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM; Sun: 1:00 PM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/mapleton,http://www.bklynlibrary.org/locations/mapleton/history,-73.98943,40.623039
Marcy Library,Marcy branch of the Brooklyn Public Library system.,,"617 DeKalb Avenue, BROOKLYN, NY, 11216",617 DeKalb Avenue,BROOKLYN,NY,11216,(718) 935-0032,http://www.brooklynpubliclibrary.org,Mon - Fri: 8:00 AM - 1:00 PM; Sat: 9:00 AM - 1:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/marcy,http://www.bklynlibrary.org/locations/marcy/history,-73.951274,40.691501
Maspeth Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"69-70 Grand Avenue, MASPETH, NY, 11378",69-70 Grand Avenue,MASPETH,NY,11378,(718) 639-5228,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.89314,40.727087
McGoldrick Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"155-06 Roosevelt Avenue, FLUSHING, NY, 11354",155-06 Roosevelt Avenue,FLUSHING,NY,11354,(718) 461-1616,http://www.queenslibrary.org,Mon: 1:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.809871,40.763866
McKinley Park Library,McKinley Park branch of the Brooklyn Public Library system. ,,"6802 Fort Hamilton Parkway, BROOKLYN, NY, 11219",6802 Fort Hamilton Parkway,BROOKLYN,NY,11219,(718) 748-8001,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 1:00 PM - 8:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/mckinley-park,http://www.bklynlibrary.org/locations/mckinley-park/history,-74.011853,40.629176
Melrose Library,Bronx branch of the New York Public Library system.,,"910 Morris Avenue, BRONX, NY, 10451",910 Morris Avenue,BRONX,NY,10451,(718) 588-0110,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, English Classes",,,,,,,bronx,https://www.nypl.org/locations/melrose,https://www.nypl.org/about/locations/melrose,-73.917694,40.826627
Mid Manhattan Library,Manhattan branch of the New York Public Library system.,,"455 5th Avenue, NEW YORK, NY, 10016",455 5th Avenue,NEW YORK,NY,10016,(212) 340-0863,http://www.nypl.org,Mon - Thu: 8:00 AM - 11:00 PM; Fri: 8:00 AM - 8:00 PM; Sat - Sun: 10:00 AM - 6:00 PM,,,"Computers, Poetry Readings, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/mid-manhattan-library,https://www.nypl.org/about/locations/mid-manhattan-library,-73.981776,40.751945
Middle Village Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"72-31 Metropolitan Avenue, MIDDLE VILLAGE, NY, 11379",72-31 Metropolitan Avenue,MIDDLE VILLAGE,NY,11379,(718) 326-1390,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.879265,40.715747
Midwood Library,Midwood branch of the Brooklyn Public Library system.,,"975 East 16th Street, BROOKLYN, NY, 11230",975 East 16th Street,BROOKLYN,NY,11230,(718) 252-0967,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sun: 1:00 PM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,brooklyn,www.bklynlibrary.org/locations/midwood,www.bklynlibrary.org/locations/midwood/history,-73.960401,40.625907
Mill Basin Library,Mill Basin branch of the Brooklyn Public Library system.,,"2385 Ralph Avenue, BROOKLYN, NY, 11230",2385 Ralph Avenue,BROOKLYN,NY,11230,(718) 241-3973,http://www.brooklynpubliclibrary.org,Mon - Fri: 8:00 AM - 1:00 PM; Sat: 9:00 AM - 1:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/mill-basin,http://www.bklynlibrary.org/locations/mill-basin/history,-73.917098,40.619894
Mitchell-Linden Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"29-42 Union Street, FLUSHING, NY, 11354",29-42 Union Street,FLUSHING,NY,11354,(718) 539-2330,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.82678,40.771125
Morningside Heights Library,Manhattan branch of the New York Public Library system.,,"2900 Broadway, NEW YORK, NY, 10025",2900 Broadway,NEW YORK,NY,10025,(212) 864-2530,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,manhattan,https://www.nypl.org/locations/morningside-heights,https://www.nypl.org/about/locations/morningside-heights,-73.964916,40.806165
Morris Park Library,Bronx branch of the New York Public Library system.,,"985 Morris Park Avenue, BRONX, NY, 10462",985 Morris Park Avenue,BRONX,NY,10462,(718) 931-0636,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Early Childhood Discussions, Senior Programs",,,,,,,bronx,https://www.nypl.org/locations/morris-park,https://www.nypl.org/about/locations/morris-park,-73.856816,40.848027
Morrisania Library,Bronx branch of the New York Public Library system.,,"610 East 169th Street, BRONX, NY, 10456",610 East 169th Street,BRONX,NY,10456,(718) 589-9268,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, English Classes",,,,,,,bronx,https://www.nypl.org/locations/morrisania,https://www.nypl.org/about/locations/morrisania,-73.901794,40.831336
Mosholu Library,Bronx branch of the New York Public Library system.,,"285 East 205th Street, BRONX, NY, 10467",285 East 205th Street,BRONX,NY,10467,(718) 882-8239,http://www.nypl.org,"Mon: 10:00 AM - 8:00 PM; Tue - Thu: 10:00 AM - 7:00 PM; Fri, Sat: 10:00 AM - 5:00 PM",,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/mosholu,https://www.nypl.org/about/locations/mosholu,-73.878421,40.874349
Mott Haven Library,Bronx branch of the New York Public Library system.,,"321 East 140th Street, BRONX, NY, 10454",321 East 140th Street,BRONX,NY,10454,(718) 665-4878,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,bronx,https://www.nypl.org/locations/mott-haven,https://www.nypl.org/about/locations/mott-haven,-73.924372,40.811581
Muhlenberg Library,Manhattan branch of the New York Public Library system.  ,,"209 West 23rd Street, NEW YORK, NY, 10011",209 West 23rd Street,NEW YORK,NY,10011,(212) 924-1585,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue: 1:00 PM - 8:00 PM; Wed: 11:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes",,,,,,,manhattan,https://www.nypl.org/locations/muhlenberg,https://www.nypl.org/about/locations/muhlenberg,-73.995934,40.744494
Mulberry Street Library,Manhattan branch of the New York Public Library system. ,,"10 Jersey Street, NEW YORK, NY, 10012",10 Jersey Street,NEW YORK,NY,10012,(212) 966-3424,http://www.nypl.org,Mon: 12:00 PM - 7:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 12:00 PM - 7:00 PM; Thu: 10:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,manhattan,https://www.nypl.org/locations/mulberry-street,https://www.nypl.org/about/locations/mulberry-street,-73.995625,40.724184
New Amsterdam Library,Manhattan branch of the New York Public Library system.  ,,"9 Murray Street, NEW YORK, NY, 10007",9 Murray Street,NEW YORK,NY,10007,(212) 732-8186,http://www.nypl.org,Mon: 11:00 AM - 7:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 11:00 AM - 8:00 PM; Thu: 10:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,manhattan,https://www.nypl.org/locations/new-amsterdam,https://www.nypl.org/about/locations/new-amsterdam,-74.007939,40.713512
New Dorp Regional Library,Staten Island branch of the New York Public Library system. ,,"309 New Dorp Lane, STATEN ISLAND, NY, 10306",309 New Dorp Lane,STATEN ISLAND,NY,10306,(718) 351-2977,http://www.nypl.org,Mon - Wed: 10:00 AM - 7:00 PM; Thu: 11:00 AM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Poetry Readings, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/new-dorp,https://www.nypl.org/about/locations/new-dorp,-74.111973,40.571788
New Lots Library,New Lots branch of the Brooklyn Public Library system.,,"665 New Lots Avenue, BROOKLYN, NY, 11207",665 New Lots Avenue,BROOKLYN,NY,11207,(718) 649-0311,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue - Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM; Sun: 1:00 PM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/new-lots,http://www.bklynlibrary.org/locations/new-lots/history,-73.886009,40.66511
New Utrecht Library,New Utrecht branch of the Brooklyn Public Library system. This location is closed for renovation.,,"1743 86th Street, BROOKLYN, NY, 11214",1743 86th Street,BROOKLYN,NY,11214,(718) 236-4086,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 6:00 PM; Wed - Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/new-utrecht,http://www.bklynlibrary.org/locations/new-utrecht/history,-74.003491,40.60797
New York Library for Performing Arts Library,"Manhattan - research collection of the New York Public Library system, specializing in the performing arts: dance, music, and theatre.",,"40 Lincoln Center Plaza, NEW YORK, NY, 10023",40 Lincoln Center Plaza,NEW YORK,NY,10023,(212) 870-1630,http://www.nypl.org,"Mon: 12:00 PM - 8:00 PM; Tue, Wed: 11:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 11:00 AM - 6:00 PM; Sat: 10:00 AM - 6:00 PM",,,"Computers, Poetry Readings",,,,,,,manhattan,https://www.nypl.org/locations/lpa,https://www.nypl.org/about/locations/lpa,-73.984898,40.773819
North Forest Park Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"98-27 Metropolitan Avenue, FOREST HILLS, NY, 11375",98-27 Metropolitan Avenue,FOREST HILLS,NY,11375,(718) 261-5512,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.853618,40.711035
North Hills Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"57-04 Marathon Parkway, LITTLE NECK, NY, 11362",57-04 Marathon Parkway,LITTLE NECK,NY,11362,(718) 225-3550,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.731915,40.768311
Ottendorfer Library,Manhattan branch of the New York Public Library system. ,,"135 Second Avenue, NEW YORK, NY, 10003",135 Second Avenue,NEW YORK,NY,10003,(212) 674-0947,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue: 12:00 PM - 7:00 PM; Wed: 11:00 AM - 6:00 PM; Thu: 12:00 PM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/ottendorfer,https://www.nypl.org/about/locations/ottendorfer,-73.98766547441483,40.728858437776765
